t,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,v0,v1,v2
203.70536,-0.37096,-0.01832,-0.92847,1.11069,0.47905,0.85273,-0.20822,0.61332,0.79555,-0.52203,-0.30755,-0.37096,-128.57184,169.27223,58.10154,31.59137,25.07275,6.25488,10.15147
203.71965,-0.38169,-0.01263,-0.92420,1.10286,0.47749,0.85345,-0.20886,0.61274,0.79140,-0.52102,-0.31973,-0.38169,-128.21982,169.36220,58.24292,31.58320,25.18874,6.24366,9.59021
203.73443,-0.39250,-0.00686,-0.91973,1.09477,0.47592,0.85418,-0.20947,0.61200,0.78705,-0.51993,-0.33200,-0.39250,-127.86407,169.45262,58.37838,31.57435,25.18874,6.24366,9.59021
203.74752,-0.40373,-0.00084,-0.91488,1.08617,0.47426,0.85495,-0.21008,0.61106,0.78235,-0.51871,-0.34477,-0.40373,-127.49371,169.54677,58.51940,31.56514,25.18874,6.24366,9.59021
203.76014,-0.41342,0.00425,-0.91053,1.07862,0.47279,0.85562,-0.21067,0.61008,0.77817,-0.51759,-0.35574,-0.41342,-127.17171,169.62828,58.63577,31.55661,25.29255,6.23302,9.03815
203.77280,-0.42309,0.00932,-0.90604,1.07094,0.47131,0.85629,-0.21127,0.60896,0.77386,-0.51641,-0.36668,-0.42309,-126.85077,169.70944,58.75031,31.54800,25.29255,6.23302,9.03815
203.78609,-0.43257,0.01433,-0.90149,1.06325,0.46985,0.85696,-0.21183,0.60773,0.76950,-0.51519,-0.37743,-0.43257,-126.53430,169.78940,58.86185,31.53939,25.38407,6.22373,8.49450
203.79978,-0.44253,0.01970,-0.89654,1.05496,0.46833,0.85766,-0.21232,0.60633,0.76475,-0.51383,-0.38876,-0.44253,-126.19907,169.87376,58.97409,31.52975,25.38407,6.22373,8.49450
203.81189,-0.45276,0.02523,-0.89127,1.04625,0.46676,0.85840,-0.21281,0.60472,0.75970,-0.51236,-0.40043,-0.45276,-125.85354,169.96071,59.08977,31.51980,25.38407,6.22373,8.49450
203.82672,-0.46164,0.03006,-0.88656,1.03854,0.46539,0.85904,-0.21321,0.60321,0.75518,-0.51102,-0.41056,-0.46164,-125.55012,170.03685,59.18678,31.51067,25.46352,6.21588,7.95959
203.84439,-0.47261,0.03605,-0.88053,1.02879,0.46368,0.85985,-0.21367,0.60116,0.74942,-0.50927,-0.42309,-0.47261,-125.17451,170.13100,59.30433,31.49913,25.46352,6.21588,7.95959
203.86017,-0.48557,0.04312,-0.87313,1.01701,0.46164,0.86081,-0.21422,0.59849,0.74237,-0.50709,-0.43789,-0.48557,-124.72764,170.24284,59.44008,31.48504,25.53102,6.20980,7.43340
203.88183,-0.49703,0.04936,-0.86633,1.00633,0.45980,0.86168,-0.21470,0.59589,0.73590,-0.50505,-0.45098,-0.49703,-124.33081,170.34196,59.55573,31.47208,25.53102,6.20980,7.43340
203.89682,-0.51256,0.05788,-0.85670,0.99143,0.45728,0.86287,-0.21529,0.59203,0.72676,-0.50210,-0.46874,-0.51256,-123.78771,170.47746,59.70807,31.45378,25.58657,6.20600,6.91562
203.91020,-0.52338,0.06386,-0.84970,0.98074,0.45551,0.86371,-0.21567,0.58908,0.72012,-0.49993,-0.48114,-0.52338,-123.40641,170.57249,59.81133,31.44058,25.58657,6.20600,6.91562
203.92706,-0.53308,0.06929,-0.84322,0.97092,0.45394,0.86447,-0.21594,0.58628,0.71398,-0.49788,-0.49229,-0.53308,-123.06055,170.65858,59.90164,31.42829,25.63030,6.20472,6.40635
203.94128,-0.54497,0.07604,-0.83500,0.95858,0.45201,0.86542,-0.21619,0.58261,0.70618,-0.49525,-0.50600,-0.54497,-122.63289,170.76494,60.00899,31.41266,25.63030,6.20472,6.40635
203.95674,-0.55490,0.08174,-0.82789,0.94800,0.45040,0.86621,-0.21636,0.57934,0.69945,-0.49294,-0.51748,-0.55490,-122.27149,170.85477,60.09755,31.39924,25.66249,6.20596,5.90600
203.97095,-0.56560,0.08799,-0.81997,0.93630,0.44869,0.86708,-0.21645,0.57561,0.69194,-0.49034,-0.52990,-0.56560,-121.87910,170.95222,60.18848,31.38415,25.66249,6.20596,5.90600
203.98517,-0.57535,0.09371,-0.81252,0.92540,0.44711,0.86788,-0.21650,0.57200,0.68488,-0.48785,-0.54124,-0.57535,-121.51640,171.04231,60.27216,31.37018,25.66176,6.21326,5.38433
203.99920,-0.58482,0.09937,-0.80505,0.91455,0.44559,0.86867,-0.21647,0.56833,0.67782,-0.48531,-0.55230,-0.58482,-121.15567,171.13199,60.34858,31.35591,25.66176,6.21326,5.38433
204.01101,-0.59418,0.10498,-0.79745,0.90359,0.44406,0.86947,-0.21641,0.56451,0.67064,-0.48270,-0.56324,-0.59418,-120.79494,171.22165,60.42501,31.34163,25.66176,6.21326,5.38433
204.02620,-0.60176,0.10949,-0.79114,0.89456,0.44278,0.87013,-0.21637,0.56128,0.66470,-0.48050,-0.57209,-0.60176,-120.49644,171.29601,60.48433,31.32973,25.63631,6.22605,4.85461
204.04189,-0.61139,0.11519,-0.78290,0.88291,0.44110,0.87100,-0.21632,0.55699,0.65699,-0.47759,-0.58332,-0.61139,-120.11140,171.39206,60.55798,31.31429,25.63631,6.22605,4.85461
204.05835,-0.62112,0.12093,-0.77433,0.87088,0.43937,0.87188,-0.21627,0.55243,0.64897,-0.47455,-0.59467,-0.62112,-119.71297,171.49158,60.63156,31.29829,25.59294,6.24405,4.32636
204.07554,-0.63104,0.12671,-0.76533,0.85837,0.43756,0.87279,-0.21628,0.54753,0.64057,-0.47136,-0.60621,-0.63104,-119.29568,171.59610,60.70272,31.28146,25.59294,6.24405,4.32636
204.09083,-0.64110,0.13256,-0.75592,0.84542,0.43567,0.87374,-0.21627,0.54231,0.63181,-0.46798,-0.61791,-0.64110,-118.86186,171.70494,60.77402,31.26397,25.53725,6.26636,3.80609
204.10700,-0.64984,0.13757,-0.74752,0.83395,0.43395,0.87459,-0.21630,0.53757,0.62401,-0.46494,-0.62804,-0.64984,-118.47278,171.80295,60.83249,31.24833,25.53725,6.26636,3.80609
204.12182,-0.65887,0.14278,-0.73859,0.82185,0.43216,0.87548,-0.21627,0.53247,0.61574,-0.46168,-0.63853,-0.65887,-118.06208,171.90656,60.89252,31.23187,25.47298,6.29248,3.29751
204.13656,-0.66671,0.14737,-0.73060,0.81108,0.43057,0.87629,-0.21616,0.52788,0.60836,-0.45869,-0.64768,-0.66671,-117.68934,172.00102,60.94141,31.21706,25.47298,6.29248,3.29751
204.14992,-0.67462,0.15201,-0.72234,0.80001,0.42895,0.87712,-0.21603,0.52307,0.60074,-0.45559,-0.65693,-0.67462,-117.31659,172.09550,60.99031,31.20225,25.47298,6.29248,3.29751
204.16486,-0.68116,0.15575,-0.71537,0.79075,0.42753,0.87783,-0.21596,0.51897,0.59434,-0.45295,-0.66453,-0.68116,-116.97938,172.18159,61.02817,31.18900,25.40337,6.32159,2.80356
204.18201,-0.68856,0.15999,-0.70731,0.78008,0.42590,0.87864,-0.21586,0.51417,0.58694,-0.44988,-0.67314,-0.68856,-116.60423,172.27739,61.07011,31.17426,25.40337,6.32159,2.80356
204.19627,-0.69674,0.16467,-0.69817,0.76806,0.42407,0.87955,-0.21575,0.50866,0.57855,-0.44639,-0.68265,-0.69674,-116.17224,172.38823,61.11285,31.15743,25.32890,6.35369,2.32380
204.20797,-0.70335,0.16845,-0.69059,0.75816,0.42257,0.88030,-0.21565,0.50404,0.57160,-0.44350,-0.69034,-0.70335,-115.81590,172.47986,61.14602,31.14360,25.32890,6.35369,2.32380
204.22484,-0.70865,0.17146,-0.68441,0.75011,0.42132,0.88092,-0.21556,0.50025,0.56595,-0.44112,-0.69650,-0.70865,-115.52192,172.55571,61.17137,31.13227,25.25024,6.38831,1.85796
204.23947,-0.71609,0.17559,-0.67557,0.73868,0.41948,0.88183,-0.21544,0.49479,0.55790,-0.43766,-0.70512,-0.71609,-115.09886,172.66550,61.20303,31.11616,25.25024,6.38831,1.85796
204.25761,-0.72241,0.17909,-0.66787,0.72879,0.41789,0.88261,-0.21534,0.48999,0.55090,-0.43466,-0.71244,-0.72241,-114.73163,172.76093,61.22929,31.10220,25.16771,6.42573,1.40567
204.27517,-0.72991,0.18314,-0.65856,0.71690,0.41596,0.88352,-0.21534,0.48407,0.54241,-0.43111,-0.72107,-0.72991,-114.27975,172.87910,61.25477,31.08518,25.16771,6.42573,1.40567
204.29016,-0.73698,0.18695,-0.64954,0.70545,0.41410,0.88440,-0.21531,0.47829,0.53420,-0.42766,-0.72920,-0.73698,-113.84185,172.99393,61.27732,31.06878,25.08175,6.46541,0.96619
204.30469,-0.74279,0.19006,-0.64198,0.69589,0.41253,0.88514,-0.21526,0.47342,0.52733,-0.42473,-0.73588,-0.74279,-113.46916,173.09229,61.29190,31.05504,25.08175,6.46541,0.96619
204.31932,-0.74831,0.19301,-0.63465,0.68666,0.41101,0.88586,-0.21522,0.46866,0.52067,-0.42190,-0.74223,-0.74831,-113.10879,173.18748,61.30549,31.04176,24.99281,6.50724,0.53935
204.33466,-0.75373,0.19563,-0.62740,0.67763,0.40939,0.88657,-0.21538,0.46387,0.51410,-0.41918,-0.74832,-0.75373,-112.74635,173.28412,61.31308,31.02859,24.99281,6.50724,0.53935
204.35202,-0.75936,0.19836,-0.61969,0.66806,0.40767,0.88733,-0.21553,0.45875,0.50712,-0.41630,-0.75467,-0.75936,-112.36506,173.38577,61.32107,31.01472,24.99281,6.50724,0.53935
204.36860,-0.76527,0.20103,-0.61152,0.65799,0.40576,0.88814,-0.21581,0.45326,0.49973,-0.41328,-0.76123,-0.76527,-111.94833,173.49789,61.32351,30.99982,24.90081,6.55134,0.12398
204.38487,-0.77117,0.20367,-0.60317,0.64774,0.40380,0.88896,-0.21610,0.44761,0.49218,-0.41021,-0.76778,-0.77117,-111.52966,173.61070,61.32502,30.98488,24.90081,6.55134,0.12398
204.39973,-0.77658,0.20581,-0.59545,0.63836,0.40187,0.88971,-0.21660,0.44230,0.48521,-0.40750,-0.77364,-0.77658,-111.12901,173.71971,61.32014,30.97078,24.80581,6.59777,-0.28062
204.41770,-0.78149,0.20772,-0.58832,0.62971,0.40008,0.89041,-0.21706,0.43736,0.47875,-0.40500,-0.77895,-0.78149,-110.76377,173.81918,61.31504,30.95794,24.80581,6.59777,-0.28062
204.43309,-0.78722,0.20978,-0.57989,0.61957,0.39787,0.89124,-0.21770,0.43148,0.47116,-0.40210,-0.78506,-0.78722,-110.32226,173.94054,61.30309,30.94269,24.70773,6.64649,-0.67552
204.44460,-0.79201,0.21145,-0.57272,0.61096,0.39596,0.89195,-0.21826,0.42645,0.46468,-0.39964,-0.79016,-0.79201,-109.94758,174.04376,61.29161,30.92981,24.70773,6.64649,-0.67552
204.46078,-0.79549,0.21261,-0.56745,0.60465,0.39452,0.89249,-0.21867,0.42274,0.45995,-0.39782,-0.79384,-0.79549,-109.66541,174.12213,61.28000,30.92031,24.60664,6.69747,-1.06131
204.47616,-0.80024,0.21415,-0.56014,0.59594,0.39249,0.89325,-0.21922,0.41760,0.45340,-0.39528,-0.79887,-0.80024,-109.27274,174.23163,61.26178,30.90720,24.60664,6.69747,-1.06131
204.49203,-0.80468,0.21552,-0.55321,0.58771,0.39053,0.89397,-0.21977,0.41270,0.44719,-0.39289,-0.80353,-0.80468,-108.89698,174.33691,61.24200,30.89479,24.50279,6.75071,-1.43813
204.50670,-0.80910,0.21675,-0.54623,0.57945,0.38848,0.89471,-0.22039,0.40773,0.44095,-0.39052,-0.80812,-0.80910,-108.51360,174.44514,61.21803,30.88231,24.50279,6.75071,-1.43813
204.52279,-0.81313,0.21782,-0.53979,0.57186,0.38656,0.89540,-0.22100,0.40312,0.43519,-0.38836,-0.81227,-0.81313,-108.15734,174.54601,61.19448,30.87077,24.39623,6.80619,-1.80650
204.53860,-0.81743,0.21872,-0.53289,0.56379,0.38439,0.89613,-0.22182,0.39812,0.42902,-0.38615,-0.81659,-0.81743,-107.77013,174.65671,61.16386,30.85843,24.39623,6.80619,-1.80650
204.55407,-0.82159,0.21958,-0.52610,0.55586,0.38224,0.89685,-0.22262,0.39319,0.42295,-0.38400,-0.82077,-0.82159,-107.38839,174.76599,61.13301,30.84629,24.28681,6.86381,-2.16732
204.56934,-0.82550,0.22021,-0.51967,0.54839,0.38012,0.89753,-0.22349,0.38848,0.41720,-0.38203,-0.82462,-0.82550,-107.01895,174.87297,61.09793,30.83480,24.28681,6.86381,-2.16732
204.58376,-0.82957,0.22086,-0.51287,0.54050,0.37788,0.89825,-0.22440,0.38349,0.41112,-0.37995,-0.82862,-0.82957,-106.64951,174.97995,61.06285,30.82331,24.28681,6.86381,-2.16732
204.59853,-0.83279,0.22096,-0.50759,0.53447,0.37595,0.89876,-0.22557,0.37948,0.40636,-0.37868,-0.83155,-0.83279,-106.32108,175.07620,61.02605,30.81311,24.17459,6.92354,-2.52098
204.61203,-0.83660,0.22107,-0.50122,0.52720,0.37363,0.89938,-0.22696,0.37464,0.40062,-0.37715,-0.83502,-0.83660,-105.95500,175.18358,60.98463,30.80173,24.17459,6.92354,-2.52098
204.63055,-0.83981,0.22107,-0.49582,0.52106,0.37165,0.89987,-0.22827,0.37048,0.39572,-0.37598,-0.83788,-0.83981,-105.63268,175.27884,60.94490,30.79182,24.05884,6.98513,-2.86945
204.64342,-0.84405,0.22098,-0.48861,0.51288,0.36897,0.90051,-0.23011,0.36489,0.38915,-0.37451,-0.84161,-0.84405,-105.20424,175.40604,60.88949,30.77873,24.05884,6.98513,-2.86945
204.65950,-0.84713,0.22078,-0.48335,0.50693,0.36694,0.90096,-0.23158,0.36077,0.38435,-0.37354,-0.84424,-0.84713,-104.88694,175.50089,60.84587,30.76912,23.93979,7.04799,-3.21327
204.67397,-0.85078,0.22037,-0.47709,0.49990,0.36443,0.90149,-0.23348,0.35583,0.37864,-0.37251,-0.84727,-0.85078,-104.50714,175.61522,60.79043,30.75771,23.93979,7.04799,-3.21327
204.69085,-0.85400,0.21989,-0.47151,0.49365,0.36212,0.90196,-0.23525,0.35142,0.37356,-0.37165,-0.84990,-0.85400,-104.16585,175.71838,60.73909,30.74750,23.81715,7.11201,-3.55336
204.70721,-0.85777,0.21897,-0.46507,0.48651,0.35920,0.90251,-0.23758,0.34627,0.36771,-0.37084,-0.85280,-0.85777,-103.76992,175.83948,60.67450,30.73582,23.81715,7.11201,-3.55336
204.72309,-0.86135,0.21801,-0.45886,0.47964,0.35634,0.90305,-0.23985,0.34131,0.36208,-0.37011,-0.85552,-0.86135,-103.38542,175.95746,60.61038,30.72453,23.69024,7.17757,-3.89087
204.73999,-0.86475,0.21686,-0.45296,0.47315,0.35345,0.90356,-0.24218,0.33657,0.35676,-0.36953,-0.85801,-0.86475,-103.01618,176.07210,60.54416,30.71392,23.69024,7.17757,-3.89087
204.75710,-0.86833,0.21557,-0.44669,0.46628,0.35032,0.90410,-0.24470,0.33152,0.35110,-0.36896,-0.86058,-0.86833,-102.62163,176.19495,60.47216,30.70261,23.55890,7.24472,-4.22628
204.77162,-0.87190,0.21396,-0.44047,0.45951,0.34702,0.90461,-0.24750,0.32646,0.34550,-0.36864,-0.86298,-0.87190,-102.22601,176.31964,60.39444,30.69143,23.55890,7.24472,-4.22628
204.78759,-0.87487,0.21258,-0.43521,0.45380,0.34421,0.90503,-0.24987,0.32217,0.34077,-0.36841,-0.86496,-0.87487,-101.88950,176.42587,60.32775,30.68193,23.42273,7.31335,-4.56044
204.80455,-0.87811,0.21076,-0.42954,0.44771,0.34100,0.90542,-0.25284,0.31747,0.33563,-0.36849,-0.86693,-0.87811,-101.52268,176.54318,60.24918,30.67166,23.42273,7.31335,-4.56044
204.82173,-0.88150,0.20882,-0.42351,0.44121,0.33757,0.90582,-0.25599,0.31246,0.33017,-0.36862,-0.86897,-0.88150,-101.13105,176.66853,60.16486,30.66071,23.28144,7.38292,-4.89441
204.83730,-0.88491,0.20646,-0.41750,0.43483,0.33390,0.90615,-0.25962,0.30739,0.32472,-0.36915,-0.87080,-0.88491,-100.74014,176.79546,60.07395,30.64986,23.28144,7.38292,-4.89441
204.85374,-0.88794,0.20434,-0.41208,0.42907,0.33059,0.90643,-0.26286,0.30282,0.31981,-0.36964,-0.87240,-0.88794,-100.38519,176.91072,59.99127,30.64001,23.13455,7.45309,-5.22934
204.87027,-0.89113,0.20179,-0.40641,0.42310,0.32695,0.90661,-0.26675,0.29794,0.31463,-0.37058,-0.87389,-0.89113,-100.00974,177.03438,59.89703,30.62967,23.13455,7.45309,-5.22934
204.88613,-0.89427,0.19925,-0.40072,0.41710,0.32329,0.90678,-0.27060,0.29306,0.30945,-0.37154,-0.87533,-0.89427,-99.63428,177.15805,59.80276,30.61934,22.98187,7.52302,-5.56624
204.90190,-0.89715,0.19673,-0.39549,0.41163,0.31982,0.90688,-0.27437,0.28855,0.30469,-0.37264,-0.87653,-0.89715,-99.27842,177.27701,59.70734,30.60979,22.98187,7.52302,-5.56624
204.90916,-0.90002,0.19419,-0.39020,0.40608,0.31628,0.90697,-0.27816,0.28399,0.29988,-0.37376,-0.87771,-0.90002,-98.92255,177.39597,59.61192,30.60025,22.98187,7.52302,-5.56624
204.92546,-0.90127,0.19303,-0.38787,0.40366,0.31471,0.90698,-0.27989,0.28198,0.29777,-0.37432,-0.87819,-0.90127,-98.75849,177.45143,59.56577,30.59596,22.82372,7.59211,-5.90526
204.94228,-0.90406,0.19041,-0.38266,0.39821,0.31115,0.90700,-0.28379,0.27748,0.29303,-0.37562,-0.87923,-0.90406,-98.39488,177.57478,59.46209,30.58652,22.82372,7.59211,-5.90526
204.95783,-0.90682,0.18778,-0.37739,0.39271,0.30757,0.90697,-0.28776,0.27292,0.28824,-0.37702,-0.88021,-0.90682,-98.01907,177.70279,59.35289,30.57686,22.66065,7.65967,-6.24629
204.97305,-0.90929,0.18539,-0.37259,0.38769,0.30434,0.90686,-0.29150,0.26874,0.28384,-0.37845,-0.88102,-0.90929,-97.67235,177.82195,59.24813,30.56813,22.66065,7.65967,-6.24629
204.98842,-0.91161,0.18310,-0.36803,0.38293,0.30125,0.90674,-0.29507,0.26478,0.27968,-0.37986,-0.88175,-0.91161,-97.33853,177.93695,59.14619,30.55977,22.49371,7.72445,-6.58911
205.00391,-0.91395,0.18062,-0.36341,0.37813,0.29801,0.90655,-0.29891,0.26074,0.27546,-0.38149,-0.88238,-0.91395,-96.99562,178.05655,59.03623,30.55137,22.49371,7.72445,-6.58911
205.01901,-0.91625,0.17816,-0.35881,0.37336,0.29478,0.90635,-0.30270,0.25674,0.27128,-0.38312,-0.88296,-0.91625,-96.65279,178.17615,58.92612,30.54298,22.32301,7.78603,-6.93396
205.03405,-0.91849,0.17545,-0.35439,0.36883,0.29146,0.90604,-0.30684,0.25282,0.26725,-0.38512,-0.88332,-0.91849,-96.32310,178.29282,58.81343,30.53496,22.32301,7.78603,-6.93396
205.04776,-0.92069,0.17277,-0.34997,0.36430,0.28815,0.90570,-0.31093,0.24892,0.26325,-0.38711,-0.88365,-0.92069,-95.99341,178.40947,58.70074,30.52694,22.32301,7.78603,-6.93396
205.06298,-0.92276,0.16986,-0.34592,0.36024,0.28475,0.90536,-0.31503,0.24535,0.25967,-0.38919,-0.88380,-0.92276,-95.69823,178.51538,58.59443,30.51979,22.14797,7.84380,-7.28209
205.08189,-0.92501,0.16657,-0.34148,0.35582,0.28093,0.90496,-0.31958,0.24145,0.25579,-0.39154,-0.88389,-0.92501,-95.37663,178.63118,58.47705,30.51202,22.14797,7.84380,-7.28209
205.09625,-0.92795,0.16192,-0.33571,0.35015,0.27566,0.90436,-0.32579,0.23641,0.25085,-0.39485,-0.88383,-0.92795,-94.96588,178.78055,58.32140,30.50215,21.96672,7.89837,-7.63522
205.11459,-0.93016,0.15820,-0.33132,0.34589,0.27150,0.90386,-0.33064,0.23259,0.24716,-0.39750,-0.88369,-0.93016,-94.65691,178.89365,58.20140,30.49476,21.96672,7.89837,-7.63522
205.12866,-0.93306,0.15292,-0.32559,0.34043,0.26568,0.90317,-0.33720,0.22766,0.24250,-0.40113,-0.88334,-0.93306,-94.26481,179.03871,58.04326,30.48545,21.77787,7.94986,-7.99470
205.14390,-0.93528,0.14864,-0.32117,0.33627,0.26100,0.90259,-0.34236,0.22390,0.23900,-0.40403,-0.88297,-0.93528,-93.96852,179.14912,57.92075,30.47845,21.77787,7.94986,-7.99470
205.16405,-0.93770,0.14377,-0.31632,0.33175,0.25570,0.90192,-0.34808,0.21982,0.23525,-0.40728,-0.88249,-0.93770,-93.64686,179.26994,57.78418,30.47095,21.57935,7.99880,-8.36213
205.17852,-0.94084,0.13706,-0.30991,0.32587,0.24843,0.90096,-0.35574,0.21450,0.23046,-0.41168,-0.88171,-0.94084,-93.22940,179.42815,57.60148,30.46137,21.57935,7.99880,-8.36213
205.19315,-0.94311,0.13191,-0.30519,0.32161,0.24289,0.90018,-0.36149,0.21063,0.22704,-0.41505,-0.88101,-0.94311,-92.92812,179.54340,57.46513,30.45454,21.37010,8.04534,-8.73813
205.20746,-0.94539,0.12652,-0.30039,0.31731,0.23710,0.89932,-0.36742,0.20673,0.22366,-0.41858,-0.88021,-0.94539,-92.62736,179.65926,57.32561,30.44779,21.37010,8.04534,-8.73813
205.22274,-0.94757,0.12120,-0.29567,0.31313,0.23138,0.89841,-0.37325,0.20295,0.22040,-0.42210,-0.87935,-0.94757,-92.33278,179.77319,57.18682,30.44123,21.14891,8.08907,-9.12373
205.23905,-0.94987,0.11527,-0.29062,0.30871,0.22506,0.89732,-0.37969,0.19892,0.21701,-0.42606,-0.87828,-0.94987,-92.02348,179.89410,57.03513,30.43448,21.14891,8.08907,-9.12373
205.25370,-0.95227,0.10893,-0.28517,0.30397,0.21826,0.89606,-0.38656,0.19463,0.21343,-0.43035,-0.87707,-0.95227,-91.69128,180.02419,56.87101,30.42727,20.91524,8.12904,-9.51949
205.27329,-0.95434,0.10316,-0.28035,0.29983,0.21214,0.89479,-0.39288,0.19085,0.21032,-0.43441,-0.87581,-0.95434,-91.39831,180.14020,56.71955,30.42112,20.91524,8.12904,-9.51949
205.29283,-0.95702,0.09548,-0.27387,0.29428,0.20392,0.89297,-0.40128,0.18583,0.20624,-0.43988,-0.87406,-0.95702,-91.00576,180.29596,56.51498,30.41293,20.66950,8.16365,-9.92549
205.31439,-0.95952,0.08788,-0.26757,0.28896,0.19583,0.89099,-0.40962,0.18101,0.20240,-0.44544,-0.87213,-0.95952,-90.62373,180.44923,56.30714,30.40528,20.66950,8.16365,-9.92549
205.33217,-0.96197,0.08047,-0.26102,0.28335,0.18793,0.88846,-0.41871,0.17589,0.19822,-0.45184,-0.86980,-0.96197,-90.19054,180.62292,56.06746,30.39689,20.41238,8.19150,-10.34146
205.35052,-0.96367,0.07543,-0.25622,0.27916,0.18258,0.88620,-0.42580,0.17201,0.19494,-0.45711,-0.86778,-0.96367,-89.83949,180.76360,55.86995,30.39033,20.41238,8.19150,-10.34146
205.36828,-0.96525,0.07068,-0.25159,0.27510,0.17749,0.88392,-0.43264,0.16829,0.19180,-0.46226,-0.86575,-0.96525,-89.47955,180.90918,55.66124,30.38405,20.15108,8.20680,-10.76459
205.38880,-0.96671,0.06623,-0.24717,0.27123,0.17268,0.88168,-0.43912,0.16478,0.18884,-0.46718,-0.86376,-0.96671,-89.12990,181.05104,55.45638,30.37812,20.15108,8.20680,-10.76459
205.40739,-0.96823,0.06144,-0.24242,0.26709,0.16745,0.87925,-0.44596,0.16107,0.18574,-0.47238,-0.86160,-0.96823,-88.73406,181.21365,55.21525,30.37197,19.88807,8.20930,-11.19286
205.42453,-0.96954,0.05717,-0.23816,0.26338,0.16275,0.87704,-0.45201,0.15780,0.18303,-0.47701,-0.85963,-0.96954,-88.37211,181.36292,54.99189,30.36652,19.62466,8.19940,-11.62490
205.44250,-0.97064,0.05350,-0.23450,0.26022,0.15868,0.87513,-0.45714,0.15504,0.18076,-0.48092,-0.85793,-0.97064,-88.04549,181.49896,54.78334,30.36199,19.62466,8.19940,-11.62490
205.46486,-0.97174,0.04976,-0.23077,0.25700,0.15450,0.87315,-0.46231,0.15226,0.17849,-0.48490,-0.85616,-0.97174,-87.70427,181.64156,54.56258,30.35741,19.36199,8.17749,-12.05954
205.47727,-0.97301,0.04523,-0.22627,0.25315,0.14942,0.87076,-0.46846,0.14896,0.17584,-0.48963,-0.85402,-0.97301,-87.27818,181.82101,54.27860,30.35211,19.36199,8.17749,-12.05954
205.49452,-0.97367,0.04284,-0.22390,0.25113,0.14672,0.86949,-0.47166,0.14725,0.17448,-0.49209,-0.85288,-0.97367,-87.04475,181.91989,54.11919,30.34939,19.10104,8.14402,-12.49575
205.50387,-0.97453,0.03960,-0.22072,0.24843,0.14305,0.86777,-0.47594,0.14497,0.17268,-0.49539,-0.85133,-0.97453,-86.72402,182.05632,53.89613,30.34583,19.10104,8.14402,-12.49575
205.52149,-0.97498,0.03789,-0.21902,0.24699,0.14111,0.86684,-0.47820,0.14377,0.17174,-0.49714,-0.85051,-0.97498,-86.54843,182.13103,53.77384,30.34389,18.84265,8.09945,-12.93267
205.53892,-0.97577,0.03480,-0.21603,0.24448,0.13760,0.86521,-0.48215,0.14168,0.17013,-0.50020,-0.84903,-0.97577,-86.22495,182.26982,53.53918,30.34071,18.84265,8.09945,-12.93267
205.55529,-0.97652,0.03177,-0.21309,0.24202,0.13415,0.86360,-0.48600,0.13965,0.16858,-0.50318,-0.84758,-0.97652,-85.90194,182.40851,53.30372,30.33759,18.58751,8.04424,-13.36958
205.57155,-0.97715,0.02909,-0.21054,0.23992,0.13109,0.86219,-0.48933,0.13791,0.16729,-0.50575,-0.84631,-0.97715,-85.60450,182.53706,53.07880,30.33503,18.58751,8.04424,-13.36958
205.58628,-0.97777,0.02645,-0.20802,0.23784,0.12808,0.86079,-0.49257,0.13621,0.16603,-0.50826,-0.84504,-0.97777,-85.30737,182.66554,52.85332,30.33249,18.34082,7.97877,-13.80490
205.60087,-0.97828,0.02419,-0.20589,0.23609,0.12549,0.85962,-0.49528,0.13479,0.16500,-0.51036,-0.84398,-0.97828,-85.04337,182.78030,52.64539,30.33046,18.34082,7.97877,-13.80490
205.60597,-0.97878,0.02193,-0.20374,0.23434,0.12290,0.85844,-0.49798,0.13338,0.16398,-0.51245,-0.84292,-0.97878,-84.77936,182.89505,52.43745,30.32842,18.34082,7.97877,-13.80490
205.61964,-0.97893,0.02125,-0.20308,0.23380,0.12210,0.85808,-0.49879,0.13295,0.16366,-0.51308,-0.84259,-0.97893,-84.68991,182.93399,52.36565,30.32774,18.10772,7.90344,-14.23714
205.63362,-0.97937,0.01928,-0.20115,0.23220,0.11980,0.85705,-0.50111,0.13169,0.16274,-0.51487,-0.84168,-0.97937,-84.44450,183.04106,52.16460,30.32594,18.10772,7.90344,-14.23714
205.64468,-0.97981,0.01728,-0.19918,0.23057,0.11744,0.85600,-0.50346,0.13041,0.16180,-0.51669,-0.84075,-0.97981,-84.19908,183.14813,51.96355,30.32413,18.10772,7.90344,-14.23714
205.66043,-0.98012,0.01597,-0.19778,0.22938,0.11585,0.85530,-0.50501,0.12950,0.16110,-0.51788,-0.84015,-0.98012,-84.00388,183.23338,51.79937,30.32260,17.89631,7.81874,-14.66425
205.67604,-0.98059,0.01400,-0.19557,0.22747,0.11339,0.85423,-0.50737,0.12807,0.15997,-0.51970,-0.83924,-0.98059,-83.72614,183.35474,51.56314,30.32037,17.89631,7.81874,-14.66425
205.69218,-0.98102,0.01240,-0.19351,0.22559,0.11131,0.85318,-0.50960,0.12669,0.15878,-0.52146,-0.83837,-0.98102,-83.45248,183.47391,51.32766,30.31794,17.71663,7.72539,-15.08368
